SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
21,11:24:51,6/2/2022,JSG 2022,MS,,3,Central,,0.144608,2.924055,0.137794,1.910053,1.264284,1.219257,2.417516,1.153231,14.338043,14.867547,28.429152,0.441786,PSF-00495_20220602112451,0,0,0,147.502182,397.788757,0.629195,0.5,0.8,59.994793,47.31,45.63,22.11,20.48,85.04,157,156.1,0.6,238,4.028,11:17:45,6/2/2022,0.02,-0.001,0.001,0.012,-0.659,0.266,4.698,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.495873,2.439378,1.661983,0.933684,0.306083,-0.018237,0.284701,0.308143,147.502182,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112451,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
22,11:25:19,6/2/2022,JSG 2022,MS,,3,Central,,0.159818,2.92098,0.151528,1.937999,1.318414,1.272649,2.38228,1.063866,14.966793,15.505007,28.016445,0.441786,PSF-00495_20220602112519,0,0,0,116.398933,349.969269,0.667402,0.5,0.8,65.493515,49.44,47.73,22.08,20.24,85.03,156.6,151.6,3.2,245,4.027,11:17:45,6/2/2022,0.02,0.003,0.003,0.011,0.457,0.577,1.331,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.498888,2.442231,1.658779,0.92241,0.306504,-0.02045,0.287648,0.313985,116.398933,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112519,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
23,11:25:39,6/2/2022,JSG 2022,MS,,3,Central,,0.138095,2.921774,0.131863,1.769755,1.294329,1.252551,2.410696,1.116367,14.73039,15.221711,28.350534,0.441786,PSF-00495_20220602112539,0,0,0,171.510818,419.80719,0.591453,0.5,0.8,50.813046,48.62,47.05,22.05,20.44,85.03,156.7,156.5,0.1,215,4.027,11:17:45,6/2/2022,0.02,-0.004,-0.003,0.007,-0.693,-1.504,2.163,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.497927,2.441139,1.659603,0.934823,0.306837,-0.018052,0.28975,0.288308,171.510818,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112539,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
24,11:26:01,6/2/2022,JSG 2022,MS,,4,Central,,0.215123,2.924136,0.200382,2.403074,1.319921,1.263315,2.317856,0.997935,14.856898,15.522591,27.258551,0.441786,PSF-00495_20220602112601,0,0,0,131.543045,400.022858,0.671161,0.5,0.8,80.226898,49.67,47.54,22.02,19.8,85.03,157,156.3,0.5,299,4.026,11:17:45,6/2/2022,0.02,0.001,0.001,-9999,0.448,0.944,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.498631,2.442544,1.662068,0.934179,0.307192,-0.024643,0.291966,0.358959,131.543045,0.000305,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112601,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
25,11:26:17,6/2/2022,JSG 2022,MS,,4,Central,,0.124395,2.92109,0.119314,1.464781,1.314557,1.279968,2.336067,1.021509,15.052738,15.459516,27.472713,0.441786,PSF-00495_20220602112617,0,0,0,168.319351,420.270691,0.599498,0.5,0.8,78.887329,49.53,48.23,22,19.93,85.03,156.6,156.6,0,329,4.026,11:17:45,6/2/2022,0.02,0,0.001,-9999,1.724,4.007,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.499623,2.442367,1.658892,0.935079,0.307463,-0.023027,0.29365,0.384289,168.319351,0.000297,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112617,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
26,11:26:47,6/2/2022,JSG 2022,MS,,4,Central,,0.169368,2.924144,0.160095,2.490222,1.309191,1.250527,2.601403,1.292212,14.706714,15.396632,30.593584,0.441786,PSF-00495_20220602112647,0,0,0,127.330544,382.528778,0.667135,0.5,0.8,87.499557,49.45,47.23,21.96,21.68,85.03,157,156.7,0.2,328,4.014,11:17:45,6/2/2022,0.02,0.002,0.002,-9999,1.538,2.549,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.498203,2.442258,1.662076,0.93517,0.307931,-0.003417,0.296893,0.383382,127.330544,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602112647,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
27,11:38:45,6/2/2022,JSG 2022,MS,,1,South,,0.010205,2.920758,0.010169,0.131963,1.504754,1.501644,2.58163,1.076877,17.660791,17.697365,30.362478,0.441786,PSF-00495_20220602113845,0,0,0,142.950302,285.750031,0.499737,0.5,0.8,104.576553,58.55,58.43,21.48,21.55,85.03,156.6,151.2,3.4,523,4.011,11:36:07,6/2/2022,0.01,0.001,-0.002,0.004,-1.523,-2.812,-5.888,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.514103,2.454371,1.658548,0.921593,0.314026,0.000663,0.372886,0.547508,142.950302,0.000299,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602113845,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
28,11:38:59,6/2/2022,JSG 2022,MS,,1,South,,0.123956,2.922228,0.118912,1.616387,1.58128,1.54327,2.707884,1.126604,18.150776,18.59782,31.848091,0.441786,PSF-00495_20220602113859,0,0,0,200.470093,364.138489,0.449467,0.5,0.8,91.286705,61.46,59.98,21.5,22.33,85.03,156.8,156.5,0.2,508,4.009,11:36:07,6/2/2022,0.01,-0.003,-0.002,-9999,-1.297,0.426,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.516245,2.458142,1.660076,0.934696,0.313777,0.009159,0.374331,0.534556,200.470093,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602113859,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
29,11:39:30,6/2/2022,JSG 2022,MS,,1,South,,0.209559,2.921513,0.195534,2.537963,1.45362,1.393816,2.531312,1.077692,16.393635,17.097033,29.772522,0.441786,PSF-00495_20220602113930,0,0,0,191.325897,350.408447,0.453992,0.5,0.8,98.294601,56.38,54.06,21.53,21.23,85.02,156.7,156.4,0.2,541,4.01,11:36:07,6/2/2022,0.01,0.004,0.003,0.01,-1.948,-2.31,1.584,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.507982,2.451518,1.659332,0.934483,0.313353,-0.003489,0.377467,0.562739,191.325897,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602113930,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
30,11:40:05,6/2/2022,JSG 2022,MS,,1,South,,0.214906,2.921889,0.200182,3.055117,1.425841,1.353848,2.692007,1.266166,15.923362,16.770117,31.662199,0.441786,PSF-00495_20220602114005,0,0,0,211.57515,363.570221,0.418062,0.5,0.8,95.784645,55.21,52.42,21.56,22.24,85.02,156.7,156.4,0.2,573,4.008,11:36:07,6/2/2022,0.01,-0.002,-0.001,0.006,-1.341,-0.928,9.269,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.505672,2.449979,1.659723,0.93441,0.313013,0.007398,0.380904,0.589224,211.57515,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114005,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
31,11:40:42,6/2/2022,JSG 2022,MS,,1,South,,0.15258,2.921257,0.145006,1.995244,1.491999,1.444992,2.633579,1.141581,16.994305,17.547146,30.973085,0.441786,PSF-00495_20220602114042,0,0,0,213.480591,285.649902,0.25265,0.5,0.8,89.554733,57.65,55.83,21.59,21.88,85.03,156.6,143.3,8.5,886,4.007,11:36:07,6/2/2022,0.01,0,-0.003,-9999,-4.491,-3.908,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.510453,2.453167,1.659066,0.902021,0.31258,0.002998,0.384707,0.852617,213.480591,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114042,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
32,11:42:06,6/2/2022,JSG 2022,MS,,1,South,,0.132336,2.922382,0.126603,1.794376,1.586323,1.544133,2.760672,1.174349,18.159748,18.65593,32.466846,0.441786,PSF-00495_20220602114206,0,0,0,154.725906,260.162109,0.405271,0.5,0.8,150.230301,60.99,59.37,21.67,22.65,85.03,156.8,156.4,0.2,927,4.006,11:36:07,6/2/2022,0.01,0,-0.001,-0.006,-0.958,-2.816,-8.579,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.515347,2.457492,1.660237,0.934619,0.311547,0.010728,0.393248,0.886718,154.725906,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114206,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
33,11:42:41,6/2/2022,JSG 2022,MS,,2,South,,0.249739,2.920487,0.230065,4.276713,1.625451,1.524794,3.161547,1.536096,17.932957,19.116772,37.18264,0.441786,PSF-00495_20220602114241,0,0,0,217.278961,257.248871,0.155374,0.5,0.8,124.444664,62.29,58.43,21.73,24.9,85.03,156.6,156.4,0.1,2002,4.005,11:36:07,6/2/2022,0.01,0.001,0.004,0.005,-2.11,-4.298,-9.986,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.514042,2.459171,1.658267,0.934546,0.310892,0.03578,0.39675,1.790795,217.278961,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114241,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
34,11:43:02,6/2/2022,JSG 2022,MS,,2,South,,0.176099,2.922781,0.166092,3.069398,1.469734,1.397491,2.999712,1.529977,16.43619,17.285856,35.280243,0.441786,PSF-00495_20220602114302,0,0,0,173.233505,270.542969,0.359682,0.5,0.8,308.35257,56.11,53.36,21.79,24.03,85.03,156.8,156.5,0.2,2143,4.004,11:36:07,6/2/2022,0.01,-0.003,-0.002,-0.001,-0.627,2.105,-6.909,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.506931,2.451115,1.660652,0.934829,0.310132,0.025019,0.39894,1.909222,173.233505,0.000285,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114302,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
35,11:43:55,6/2/2022,JSG 2022,MS,,2,South,,0.187803,2.923233,0.176466,4.164895,1.454274,1.356263,3.403695,1.949421,15.95125,17.10397,40.03146,0.441786,PSF-00495_20220602114355,0,0,0,256.442413,290.646301,0.117682,0.5,0.8,101.333267,55.08,51.37,21.92,26.15,85.03,156.9,156.7,0.2,2153,4.003,11:36:07,6/2/2022,0.01,-0.001,-0.002,0,-2.278,-4.715,-10.288,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.504095,2.449728,1.661124,0.935148,0.308495,0.048038,0.404189,1.917173,256.442413,0.000292,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114355,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
36,11:44:19,6/2/2022,JSG 2022,MS,,2,South,,0.188148,2.921607,0.176765,4.144559,1.48193,1.384305,3.418047,1.936117,16.281157,17.429346,40.200493,0.441786,PSF-00495_20220602114419,0,0,0,212.799316,262.101898,0.188105,0.5,0.8,151.365616,55.87,52.19,21.99,26.22,85.03,156.7,156.6,0.1,2012,4.002,11:36:07,6/2/2022,0.01,0.001,0,0.022,-2.614,-4.007,-8.831,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.505235,2.450746,1.65943,0.934941,0.307557,0.048008,0.406552,1.798685,212.799316,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114419,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
37,11:44:50,6/2/2022,JSG 2022,MS,,2,South,,0.19585,2.922069,0.183548,4.07721,1.58451,1.488631,3.417511,1.833002,17.509394,18.637125,40.197033,0.441786,PSF-00495_20220602114450,0,0,0,178.70343,209.441193,0.146761,0.5,0.8,129.315857,59.32,55.73,22.11,26.22,85.02,156.7,156.3,0.3,2203,4.001,11:36:07,6/2/2022,0.01,0.001,0,-0.005,-1.879,-4.368,-10.073,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.510187,2.455236,1.65991,0.934365,0.306168,0.04669,0.40957,1.95932,178.70343,0.000288,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114450,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
38,11:45:51,6/2/2022,JSG 2022,MS,,3,South,,0.095771,2.922224,0.092732,1.381468,1.377945,1.345381,2.614788,1.236843,15.824201,16.207205,30.754795,0.441786,PSF-00495_20220602114551,0,0,0,132.336609,377.06781,0.649038,0.5,0.8,56.119789,51.16,49.95,22.24,21.76,85.02,156.8,156.8,0,216,4,11:36:07,6/2/2022,0.01,-0.001,0.001,-9999,0.644,0.515,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.502022,2.444496,1.660072,0.935446,0.304503,-0.005616,0.415045,0.289472,132.336609,0.000308,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114551,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
39,11:46:09,6/2/2022,JSG 2022,MS,,3,South,,0.084604,2.920397,0.082222,1.089774,1.421522,1.39581,2.522267,1.100745,16.417044,16.719458,29.666052,0.441786,PSF-00495_20220602114609,0,0,0,195.9207,423.539398,0.53742,0.5,0.8,52.115337,52.73,51.78,22.26,21.17,85.02,156.5,155.8,0.5,242,4,11:36:07,6/2/2022,0.01,0.003,0.005,-9999,-1.776,-2.527,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.504602,2.446571,1.658173,0.932882,0.304324,-0.012281,0.416584,0.31155,195.9207,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114609,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
40,11:47:43,6/2/2022,JSG 2022,MS,,3,South,,0.184553,2.922929,0.173592,2.182936,1.371211,1.319782,2.41652,1.045309,15.523328,16.128246,28.423214,0.441786,PSF-00495_20220602114743,0,0,0,134.693741,411.572113,0.672734,0.5,0.8,54.652229,50.52,48.63,22.37,20.47,85.02,156.9,125.7,19.8,203,3.997,11:46:39,6/2/2022,0.17,0,-0.003,-9999,1.043,3.079,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.500106,2.443413,1.660806,0.859808,0.302957,-0.021171,0.424982,0.278488,134.693741,0.000305,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114743,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
41,11:48:27,6/2/2022,JSG 2022,MS,,4,South,,0.149523,2.922684,0.142246,2.019969,1.446836,1.399282,2.625191,1.178355,16.459135,17.018496,30.878969,0.441786,PSF-00495_20220602114827,0,0,0,132.259369,411.236298,0.678386,0.5,0.8,57.873131,53.24,51.49,22.39,21.82,85.02,156.8,156.5,0.2,213,3.997,11:46:39,6/2/2022,0.17,-0.001,0.002,-9999,0.669,1.004,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.504162,2.447009,1.660552,0.934707,0.302707,-0.006551,0.428879,0.287042,132.259369,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114827,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
42,11:48:50,6/2/2022,JSG 2022,MS,,4,South,,0.21559,2.922972,0.200781,2.785484,1.503732,1.438215,2.65434,1.150608,16.916943,17.687584,31.221563,0.441786,PSF-00495_20220602114850,0,0,0,141.28804,396.697296,0.643839,0.5,0.8,59.947609,55.29,52.88,22.41,22.01,85.02,156.9,156.6,0.2,233,3.996,11:46:39,6/2/2022,0.17,0.002,0,-9999,0.982,2.821,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.506114,2.449698,1.660851,0.934996,0.302537,-0.004699,0.430908,0.303432,141.28804,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114850,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
43,11:49:16,6/2/2022,JSG 2022,MS,,4,South,,0.22076,2.923445,0.20526,2.628208,1.439034,1.377193,2.502355,1.063321,16.199459,16.926878,29.434364,0.441786,PSF-00495_20220602114916,0,0,0,133.122681,409.960999,0.67528,0.5,0.8,56.689747,52.89,50.61,22.41,21.04,85.01,156.9,156.4,0.4,210,3.996,11:46:39,6/2/2022,0.17,-0.002,-0.001,-9999,-0.436,-0.295,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.502915,2.446535,1.661346,0.934415,0.302447,-0.01543,0.433074,0.284185,133.122681,0.000308,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602114916,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
1,13:15:09,6/2/2022,JSG 2022,MS,,1,North,,0.183113,2.922186,0.172315,4.274124,1.628406,1.528057,3.669501,2.041095,17.990374,19.171816,43.202366,0.441786,PSF-00495_20220602131509,0,0,0,212.648392,255.343445,0.167206,0.5,0.8,147.162033,54.62,51.25,23.93,27.43,84.94,156.8,156.6,0.1,2200,3.991,13:14:42,6/2/2022,0.16,-0.002,-0.002,-0.001,-2.261,-4.509,-10.241,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.503466,2.448509,1.660033,0.934939,0.284682,0.040086,0.187995,1.957195,212.648392,0.00029,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131509,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
2,13:15:44,6/2/2022,JSG 2022,MS,,1,North,,0.101457,2.922351,0.098053,2.799544,1.600688,1.534944,3.946625,2.345937,18.071033,18.845034,46.463951,0.441786,PSF-00495_20220602131544,0,0,0,122.869492,144.049286,0.147032,0.5,0.8,133.553131,53.16,50.98,24.09,28.67,84.94,156.8,156.6,0.1,2271,3.991,13:14:42,6/2/2022,0.16,0.001,0,-9999,-0.875,-2.154,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.503044,2.446562,1.660204,0.934948,0.282825,0.053058,0.19312,2.016468,122.869492,0.000282,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131544,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
3,13:16:06,6/2/2022,JSG 2022,MS,,1,North,,0.160017,2.922164,0.151709,4.123652,1.633626,1.536809,3.867686,2.23406,18.092506,19.232306,45.53339,0.441786,PSF-00495_20220602131606,0,0,0,178.982025,214.704041,0.166378,0.5,0.8,152.129669,53.92,50.72,24.19,28.33,84.94,156.8,156.4,0.2,2286,3.99,13:14:42,6/2/2022,0.16,-0.001,-0.003,-0.004,-2.042,-4.533,-10.591,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.502662,2.447538,1.66001,0.934585,0.28166,0.047699,0.196128,2.029144,178.982025,0.000292,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131606,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
4,13:16:43,6/2/2022,JSG 2022,MS,,2,North,,0.308951,2.920285,0.279392,4.231893,1.59156,1.49201,2.844493,1.252933,17.565969,18.738018,33.48925,0.441786,PSF-00495_20220602131643,0,0,0,124.691963,308.926819,0.596371,0.5,0.8,93.453117,52.14,48.88,24.32,23.14,84.94,156.5,155.6,0.6,392,3.989,13:14:42,6/2/2022,0.16,0.004,0.004,-0.002,-0.02,-0.218,-0.741,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.500031,2.445177,1.658056,0.932482,0.280278,-0.013581,0.201156,0.437062,124.691963,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131643,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
5,13:17:06,6/2/2022,JSG 2022,MS,,2,North,,0.136147,2.921886,0.130086,2.460317,1.532465,1.474619,3.095184,1.562719,17.360666,18.041687,36.439545,0.441786,PSF-00495_20220602131706,0,0,0,197.406647,389.545807,0.493239,0.5,0.8,68.051781,50.05,48.16,24.37,24.55,84.94,156.7,156.3,0.3,345,3.989,13:14:42,6/2/2022,0.16,-0.004,0.001,-9999,-1.367,-2.825,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.498995,2.442396,1.65972,0.934243,0.279689,0.001673,0.204143,0.397696,197.406647,0.000305,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131706,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
6,13:17:28,6/2/2022,JSG 2022,MS,,2,North,,0.161372,2.921898,0.152926,2.794909,1.478436,1.412686,2.989866,1.51143,16.632851,17.406981,35.202431,0.441786,PSF-00495_20220602131728,0,0,0,117.998596,296.180969,0.6016,0.5,0.8,86.329208,48.18,46.04,24.4,23.97,84.93,156.7,151.9,3.1,359,3.988,13:14:42,6/2/2022,0.16,-0.001,-0.001,-9999,0.029,-0.05,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.495966,2.439907,1.659733,0.923159,0.279294,-0.005281,0.206882,0.409317,117.998596,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131728,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
7,13:17:56,6/2/2022,JSG 2022,MS,,3,North,,0.266949,2.922181,0.244604,3.668383,1.537501,1.45128,2.778952,1.241452,17.086597,18.101713,32.717899,0.441786,PSF-00495_20220602131756,0,0,0,149.128311,399.945251,0.627128,0.5,0.8,74.390724,50,47.2,24.44,22.76,84.94,156.8,156,0.5,297,3.988,13:14:42,6/2/2022,0.16,0,-0.004,-0.01,-0.647,-1.118,-1.421,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.497611,2.442319,1.660027,0.933582,0.278901,-0.019286,0.210272,0.35704,149.128311,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131756,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
8,13:18:13,6/2/2022,JSG 2022,MS,,3,North,,0.223233,2.921877,0.207388,3.298464,1.491664,1.414078,2.808352,1.316688,16.648794,17.562267,33.06443,0.441786,PSF-00495_20220602131813,0,0,0,117.062691,394.527557,0.703284,0.5,0.8,83.239243,48.48,45.95,24.45,22.93,84.94,156.7,152.9,2.4,296,3.986,13:14:42,6/2/2022,0.16,0,0.001,-9999,0.838,0.879,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.495833,2.440288,1.659711,0.925772,0.278763,-0.017489,0.212333,0.356487,117.062691,0.000307,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220602131813,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
