"","Plot","Shade","Tleaf.mean","Tleaf.std.error"
"1","1","n",31.6751101321586,0.258578252012194
"2","1","y",26.006,0.342424466599089
"3","2","n",28.883125,0.257364891680997
"4","2","y",30.3799350649351,0.255701698802541
"5","3","n",28.4075912408759,0.295823938432789
"6","3","y",29.4877333333333,0.227146714352794
"7","4","n",28.748202764977,0.297198222674956
"8","4","y",29.4952287581699,0.303816738008025
"9","22","n",32.4853488372093,0.398677317162071
